fid	year	quarter	date_receipt	s40	code_period	code_present_place
67522	2020	1	2020-04-24	0	21	214
69987	2020	1	2020-04-29	12910	21	214
84441	2020	1	2020-04-23	0	21	214
88420	2020	1	2020-04-27	19446	21	214
91505	2020	1	2020-04-09	0	21	214
98755	2020	1	2020-04-01	0	21	214
114434	2020	1	2020-04-27	114469	21	214
119259	2020	1	2020-06-08	564115	21	214
122887	2020	1	2020-04-24	0	21	214
124021	2020	1	2020-04-25	750	21	214
130415	2020	1	2020-05-15	17787	21	214
150216	2020	1	2020-05-06	65390	21	214
151254	2020	1	2020-04-27	3720	21	214
163648	2020	1	2020-04-22	0	21	214
167451	2020	1	2020-04-24	2741	21	214
182031	2020	1	2020-05-02	124252	21	214
186060	2020	1	2020-04-24	15093	21	214
195108	2020	1	2020-04-29	956566	21	214
8329	2020	1	2020-04-27	1279304	21	214
20450	2020	1	2020-11-20	44579	21	214
45098	2020	1	2020-04-10	0	21	231
45199	2020	1	2020-04-06	0	21	214
57306	2020	1	2020-05-14	0	21	214
75064	2020	1	2020-04-10	0	21	214
77340	2020	1	2020-03-31	0	21	214
81594	2020	1	2020-04-25	10000	21	214
84352	2020	1	2020-04-23	1325504	21	214
87224	2020	1	2020-04-27	434362	21	214
101991	2020	1	2020-04-23	337413	21	214
119317	2020	1	2020-04-08	0	21	214
127997	2020	1	2020-03-27	0	21	214
128501	2020	1	2020-07-27	14249196	21	214
130303	2020	1	2020-04-27	592258	21	214
136818	2020	1	2020-04-20	0	21	214
137772	2020	1	2020-04-27	5000	21	214
139521	2020	1	2020-04-13	0	21	214
142880	2020	1	2020-04-09	0	21	214
145997	2020	1	2020-04-30	1268085	21	214
148366	2020	1	2020-04-13	0	21	214
154037	2020	1	2020-04-17	0	21	214
158127	2020	1	2020-04-17	0	21	214
192769	2020	1	2020-04-21	0	21	214
194054	2020	1	2020-05-15	0	21	214
195509	2020	1	2020-04-27	0	21	214
195641	2020	1	2020-04-23	3924	21	214
197762	2020	1	2020-04-15	509	21	214
16684	2020	1	2020-04-06	617	21	214
17968	2020	1	2020-04-22	8203	21	214
22566	2020	1	2020-04-22	7148	21	214
22977	2020	1	2020-04-22	0	21	214
23938	2020	1	2020-04-27	0	21	214
34152	2020	1	2020-04-06	0	21	214
35817	2020	1	2020-04-14	0	21	214
48763	2020	1	2020-04-18	19587	21	214
56365	2020	1	2020-04-14	0	21	214
57623	2020	1	2020-04-22	30088	21	214
58472	2020	1	2020-04-23	230076	21	214
66344	2020	1	2020-12-25	0	21	214
70630	2020	1	2020-04-20	0	21	214
73971	2020	1	2020-04-01	0	21	214
87573	2020	1	2020-11-25	5461780	21	214
105200	2020	1	2020-12-15	4380	21	214
107689	2020	1	2020-05-15	0	21	214
107692	2020	1	2020-04-21	0	21	214
116552	2020	1	2020-06-22	0	21	214
117003	2020	1	2020-04-21	0	21	214
122173	2020	1	2020-07-09	0	21	214
128586	2020	1	2020-04-16	0	21	214
129606	2020	1	2020-04-21	587397	21	214
139033	2020	1	2020-04-15	467465	21	214
142070	2020	1	2020-07-22	42648	21	214
142912	2020	1	2020-07-24	557059	21	214
144272	2020	1	2020-04-13	0	21	214
145547	2020	1	2020-04-24	781925	21	214
148183	2020	1	2020-09-02	4151	21	214
158543	2020	1	2020-05-15	0	21	214
159815	2020	1	2020-07-23	748207	21	214
164021	2020	1	2020-04-21	0	21	214
167083	2020	1	2020-05-13	415	21	214
176704	2020	1	2020-09-29	1924	21	214
178983	2020	1	2020-04-13	0	21	214
183347	2020	1	2020-04-24	2349	21	214
190311	2020	1	2020-04-24	471442	21	214
191948	2020	1	2020-04-07	0	21	214
196514	2020	1	2020-04-27	0	21	214
10329	2020	1	2020-04-27	58114	21	214
18496	2020	1	2020-04-15	0	21	214
34098	2020	1	2020-05-08	44346	21	214
40410	2020	1	2020-04-20	0	21	214
43504	2020	1	2020-10-05	32083	21	214
44681	2020	1	2020-04-13	0	21	214
47097	2020	1	2020-05-06	0	21	214
65780	2020	1	2020-04-20	0	21	214
73192	2020	1	2020-05-14	130728	21	214
75230	2020	1	2020-05-15	0	21	214
77000	2020	1	2020-04-07	0	21	214
94534	2020	1	2020-05-15	646	21	214
102194	2020	1	2020-04-27	0	21	214
102688	2020	1	2020-06-15	514921	21	214
103412	2020	1	2020-04-14	75202	21	214
103452	2020	1	2020-04-08	0	21	214
128467	2020	1	2020-04-27	5077	21	214
139101	2020	1	2020-04-29	0	21	214
157058	2020	1	2020-04-13	0	21	214
157340	2020	1	2020-04-21	0	21	214
167504	2020	1	2020-04-17	0	21	214
172300	2020	1	2020-04-01	0	21	214
174807	2020	1	2020-05-15	881	21	214
177555	2020	1	2020-04-22	65259	21	214
178388	2020	1	2020-04-21	446	21	214
186209	2020	1	2020-04-27	0	21	214
192319	2020	1	2020-04-27	1722	21	214
7756	2020	1	2020-04-27	12867439	21	214
11411	2020	1	2020-05-22	0	21	214
47823	2020	1	2020-04-23	0	21	214
49483	2020	1	2020-11-09	0	21	214
52952	2020	1	2020-08-18	0	21	214
55001	2020	1	2020-06-17	193603	21	214
67082	2020	1	2020-04-17	46	21	214
69094	2020	1	2020-04-27	0	21	214
71490	2020	1	2020-07-08	60877	21	214
91760	2020	1	2020-04-21	46709	21	214
93664	2020	1	2020-05-14	8246	21	214
102417	2020	1	2020-04-27	85000	21	214
115081	2020	1	2020-04-27	0	21	214
116816	2020	1	2020-04-27	3615898	21	214
123375	2020	1	2020-06-15	1469670	21	214
125873	2020	1	2020-04-21	0	21	214
133515	2020	1	2020-04-27	0	21	214
135780	2020	1	2020-04-08	0	21	214
138338	2020	1	2020-04-27	3474001	21	214
141699	2020	1	2020-04-06	0	21	214
143148	2020	1	2020-05-15	5663762	21	214
147468	2020	1	2020-04-01	0	21	214
150988	2020	1	2020-04-24	86037	21	214
151637	2020	1	2020-04-03	0	21	214
151653	2020	1	2020-04-27	64148	21	214
170533	2020	1	2020-04-27	0	21	214
171218	2020	1	2020-04-13	0	21	214
172312	2020	1	2020-04-07	0	21	214
174131	2020	1	2020-05-12	973193	21	214
175163	2020	1	2020-05-13	69450	21	214
186431	2020	1	2020-04-20	15338	21	214
5061	2020	1	2020-05-19	1397	21	214
8796	2020	1	2020-04-03	0	21	214
31335	2020	1	2020-04-26	97	21	214
58363	2020	1	2020-04-09	0	21	214
76360	2020	1	2020-04-15	0	21	214
83775	2020	1	2020-05-08	12595	21	214
85179	2020	1	2020-04-10	0	21	214
88562	2020	1	2020-04-27	4009423	21	214
90443	2020	1	2020-04-27	0	21	214
102510	2020	1	2020-04-13	0	21	214
111091	2020	1	2020-05-15	1001631	21	214
121471	2020	1	2020-04-24	2211440	21	214
125203	2020	1	2020-04-27	1643636	21	214
126755	2020	1	2020-08-31	0	21	231
145437	2020	1	2020-08-09	0	21	214
145468	2020	1	2020-04-16	0	21	214
151463	2020	1	2020-07-17	0	21	214
160989	2020	1	2020-05-13	0	21	214
164020	2020	1	2020-07-08	1619416	21	214
166887	2020	1	2020-04-02	0	21	214
168218	2020	1	2020-05-12	5165	21	331
169041	2020	1	2020-05-15	518814	21	214
170319	2020	1	2020-11-12	46886	21	214
175992	2020	1	2020-05-15	668706	21	214
183598	2020	1	2020-04-20	35579	21	214
187563	2020	1	2020-05-14	35955	21	214
124	2020	1	2020-05-15	0	21	214
8879	2020	1	2020-04-13	0	21	214
9135	2020	1	2020-06-10	203827	21	214
11152	2020	1	2020-04-22	0	21	214
26078	2020	1	2020-04-17	0	21	214
33249	2020	1	2020-04-27	154172	21	214
34172	2020	1	2020-04-14	19999	21	214
35970	2020	1	2020-04-27	736324	21	214
38724	2020	1	2020-04-27	0	21	214
38853	2020	1	2020-04-07	0	21	214
39073	2020	1	2020-03-27	0	21	214
50126	2020	1	2020-04-07	0	21	214
57322	2020	1	2020-08-20	0	21	214
57646	2020	1	2020-04-24	0	21	214
59951	2020	1	2020-04-27	9310	21	214
73393	2020	1	2020-04-07	0	21	214
73865	2020	1	2020-06-17	95501	21	214
73888	2020	1	2020-04-29	54	21	214
81181	2020	1	2020-04-07	0	21	214
89175	2020	1	2020-03-31	0	21	214
91778	2020	1	2020-06-08	14613	21	214
94176	2020	1	2020-04-20	1751149	21	214
112838	2020	1	2020-04-29	0	21	214
116212	2020	1	2020-05-15	0	21	214
116481	2020	1	2020-07-28	0	21	214
119235	2020	1	2020-04-07	0	21	214
120337	2020	1	2020-04-21	755533	21	214
123854	2020	1	2020-04-15	11958	21	214
124781	2020	1	2020-05-12	0	21	214
131071	2020	1	2020-04-28	0	21	214
138841	2020	1	2020-06-22	4339	21	214
143753	2020	1	2020-05-15	0	21	214
151446	2020	1	2020-04-24	69392	21	214
154809	2020	1	2020-06-02	0	21	214
186538	2020	1	2020-04-20	0	21	214
196180	2020	1	2020-05-15	82222	21	214
17128	2020	1	2020-04-24	0	21	214
20160	2020	1	2020-04-24	243583	21	214
31008	2020	1	2020-04-01	0	21	214
31998	2020	1	2020-04-26	7299	21	214
35479	2020	1	2020-04-13	0	21	214
40920	2020	1	2020-11-02	90766	21	214
41401	2020	1	2020-05-02	6396	21	214
56171	2020	1	2020-04-26	0	21	214
63537	2020	1	2020-04-25	0	21	214
66182	2020	1	2020-04-23	115645	21	214
69901	2020	1	2020-04-27	58950	21	214
75237	2020	1	2020-04-23	106831	21	214
82062	2020	1	2020-04-03	0	21	214
89353	2020	1	2020-05-20	561165	21	214
92018	2020	1	2020-04-13	0	21	214
97792	2020	1	2020-04-07	4156	21	214
101655	2020	1	2020-07-20	54745	21	214
108977	2020	1	2020-04-14	0	21	214
121994	2020	1	2020-04-15	0	21	214
128703	2020	1	2020-04-13	0	21	214
135953	2020	1	2020-04-26	41055	21	214
136273	2020	1	2020-04-07	0	21	214
140244	2020	1	2020-05-15	925	21	214
140516	2020	1	2020-05-12	40498	21	214
142908	2020	1	2020-04-17	0	21	214
172536	2020	1	2020-04-06	0	21	214
181273	2020	1	2020-10-06	3678490	21	214
181491	2020	1	2020-04-24	45882	21	214
195256	2020	1	2020-04-27	0	21	214
196765	2020	1	2020-04-27	77073	21	214
199893	2020	1	2020-05-10	0	21	214
14091	2020	1	2020-04-27	0	21	214
50995	2020	1	2020-09-02	69913	21	214
58620	2020	1	2020-05-14	0	21	214
66503	2020	1	2020-04-08	0	21	214
69233	2020	1	2020-04-27	0	21	214
71363	2020	1	2020-04-20	37113	21	214
76527	2020	1	2020-05-08	0	21	214
78410	2020	1	2020-04-16	0	21	214
80117	2020	1	2020-05-13	2759077	21	214
80835	2020	1	2020-04-10	0	21	214
88587	2020	1	2020-05-14	4163	21	214
90795	2020	1	2020-05-08	46664	21	214
91271	2020	1	2020-05-15	1149	21	214
92943	2020	1	2020-06-10	719	21	214
103600	2020	1	2020-05-15	394660	21	214
107842	2020	1	2020-04-17	38969	21	214
109778	2020	1	2020-04-27	20000	21	214
110522	2020	1	2020-08-06	707685	21	214
129069	2020	1	2020-04-30	0	21	214
140634	2020	1	2020-04-15	0	21	214
152709	2020	1	2020-04-05	0	21	214
157963	2020	1	2020-04-10	0	21	214
172648	2020	1	2020-06-22	0	21	214
173359	2020	1	2020-04-26	73295	21	214
191142	2020	1	2020-04-08	0	21	214
6579	2020	1	2020-04-24	0	21	214
20553	2020	1	2020-04-07	0	21	214
23576	2020	1	2020-04-07	17500	21	214
28221	2020	1	2020-05-15	177	21	214
35535	2020	1	2020-04-16	0	21	214
35963	2020	1	2020-04-09	0	21	214
41811	2020	1	2020-04-28	0	21	214
43717	2020	1	2020-05-15	311326	21	214
56734	2020	1	2020-11-16	20568377	21	214
57186	2020	1	2020-04-09	0	21	214
58411	2020	1	2020-04-07	0	21	214
64730	2020	1	2020-05-01	0	21	214
71853	2020	1	2020-05-14	891476	21	214
74860	2020	1	2020-04-21	0	21	214
81031	2020	1	2020-04-03	0	21	214
83711	2020	1	2020-06-19	12018	21	214
91409	2020	1	2020-04-27	10092	21	214
92704	2020	1	2020-05-15	23910	21	214
94989	2020	1	2020-05-13	0	21	214
122274	2020	1	2020-04-06	0	21	214
130211	2020	1	2020-04-27	1289	21	214
134516	2020	1	2020-06-11	17581	21	214
161143	2020	1	2020-05-15	0	21	214
178616	2020	1	2020-08-03	1158429	21	214
179103	2020	1	2020-04-29	0	21	214
191709	2020	1	2020-04-13	0	21	214
194487	2020	1	2020-04-27	63943	21	214
18034	2020	1	2020-04-13	0	21	214
18886	2020	1	2020-04-20	0	21	214
23094	2020	1	2020-04-22	0	21	214
28441	2020	1	2020-04-06	0	21	214
30376	2020	1	2020-04-29	2568	21	214
37999	2020	1	2020-04-18	0	21	214
46885	2020	1	2020-05-13	0	21	214
46976	2020	1	2020-11-19	40858729	21	214
48210	2020	1	2020-04-15	0	21	214
50283	2020	1	2020-04-28	19366	21	214
52117	2020	1	2020-09-08	0	21	214
61095	2020	1	2020-05-18	19702	21	214
64108	2020	1	2020-06-16	0	21	214
69665	2020	1	2020-04-07	0	21	214
71764	2020	1	2020-05-03	0	21	214
87384	2020	1	2020-04-27	62062	21	214
91988	2020	1	2020-04-06	0	21	214
93769	2020	1	2020-04-23	0	21	214
104279	2020	1	2020-05-15	0	21	214
107409	2020	1	2020-04-24	616724	21	214
107703	2020	1	2020-04-21	0	21	214
112907	2020	1	2020-05-15	158871	21	214
116527	2020	1	2020-04-20	0	21	214
118588	2020	1	2020-04-13	0	21	231
125261	2020	1	2020-04-17	0	21	214
128396	2020	1	2020-04-17	30148	21	214
136002	2020	1	2020-04-14	0	21	214
136747	2020	1	2020-07-23	901110	21	214
138460	2020	1	2020-07-15	0	21	214
141483	2020	1	2020-05-14	251977	21	214
153414	2020	1	2020-04-27	0	21	214
155847	2020	1	2020-05-15	0	21	214
159012	2020	1	2020-04-03	0	21	214
162368	2020	1	2020-04-27	31317	21	214
164643	2020	1	2020-04-27	409	21	214
174837	2020	1	2020-04-02	0	21	214
9988	2020	1	2020-04-27	0	21	214
34960	2020	1	2020-04-28	0	21	214
40685	2020	1	2020-04-08	0	21	214
59144	2020	1	2020-04-25	0	21	214
66038	2020	1	2020-10-23	419102	21	214
74732	2020	1	2020-05-14	0	21	214
77695	2020	1	2020-05-13	12830	21	214
78887	2020	1	2020-07-20	8079657	21	214
85926	2020	1	2020-04-03	0	21	214
87199	2020	1	2020-04-08	0	21	214
92738	2020	1	2020-04-24	0	21	214
97958	2020	1	2020-05-14	0	21	214
115659	2020	1	2020-08-18	0	21	214
118915	2020	1	2020-04-19	0	21	214
122061	2020	1	2020-04-15	0	21	214
124546	2020	1	2020-07-28	1765782	21	214
124840	2020	1	2020-04-15	0	21	214
126185	2020	1	2020-04-27	10036	21	214
127213	2020	1	2020-04-15	0	21	214
127458	2020	1	2020-04-08	0	21	214
136945	2020	1	2020-06-23	120903	21	214
146910	2020	1	2020-04-23	266598	21	214
147272	2020	1	2020-04-20	0	21	214
153904	2020	1	2020-04-24	308845	21	214
160357	2020	1	2020-04-03	0	21	214
162615	2020	1	2020-04-23	183413	21	214
169554	2020	1	2020-04-20	277648	21	214
173826	2020	1	2020-04-13	0	21	214
179439	2020	1	2020-10-05	0	21	214
195538	2020	1	2020-05-13	0	21	214
195698	2020	1	2020-09-29	6166101	21	214
3214	2020	1	2020-04-24	0	21	214
4083	2020	1	2020-05-15	0	21	214
12180	2020	1	2020-04-14	0	21	214
13869	2020	1	2020-05-15	15611	21	214
22583	2020	1	2020-05-14	48247	21	214
22680	2020	1	2020-11-02	129290	21	214
26018	2020	1	2020-04-22	0	21	214
34694	2020	1	2020-03-30	0	21	214
38005	2020	1	2020-07-22	475232	21	214
38147	2020	1	2020-03-29	0	21	214
46537	2020	1	2020-04-08	0	21	214
47417	2020	1	2020-04-27	965	21	214
49695	2020	1	2020-04-07	0	21	214
51709	2020	1	2020-04-07	0	21	214
55682	2020	1	2020-04-17	52102	21	214
85001	2020	1	2020-05-14	122736	21	214
86876	2020	1	2020-04-27	0	21	214
91253	2020	1	2020-04-14	3445	21	214
99269	2020	1	2020-04-02	0	21	214
102528	2020	1	2020-04-24	74497	21	214
105444	2020	1	2020-04-19	0	21	214
128462	2020	1	2020-04-10	0	21	214
137515	2020	1	2020-04-03	0	21	214
145251	2020	1	2020-05-14	7501860	21	214
145607	2020	1	2020-04-15	0	21	214
147271	2020	1	2020-04-02	0	21	214
157973	2020	1	2020-04-15	0	21	214
165827	2020	1	2020-04-13	0	21	214
174165	2020	1	2020-04-03	0	21	214
177630	2020	1	2020-06-08	116399	21	214
178366	2020	1	2020-04-24	0	21	214
190237	2020	1	2020-04-23	140849	21	214
193190	2020	1	2020-05-13	17709982	21	214
4368	2020	1	2020-05-15	49689	21	214
8355	2020	1	2020-04-27	37470	21	214
10727	2020	1	2020-04-14	0	21	214
18464	2020	1	2020-05-15	42328	21	214
20249	2020	1	2020-04-21	96456	21	214
31443	2020	1	2020-04-09	0	21	214
45838	2020	1	2020-04-01	0	21	214
48008	2020	1	2020-04-03	8902	21	214
49515	2020	1	2020-04-01	0	21	214
49601	2020	1	2020-05-03	0	21	214
50791	2020	1	2020-04-09	0	21	214
56358	2020	1	2020-04-16	0	21	214
68607	2020	1	2020-07-24	6816637	21	214
68645	2020	1	2020-05-26	74967	21	214
74885	2020	1	2020-05-12	777383	21	214
75733	2020	1	2020-04-25	33157778	21	214
76038	2020	1	2020-05-14	13898	21	214
105242	2020	1	2020-04-23	458972	21	214
107017	2020	1	2020-06-18	12118788	21	214
109045	2020	1	2020-04-06	0	21	214
116124	2020	1	2020-04-06	0	21	214
126760	2020	1	2020-04-15	0	21	214
129185	2020	1	2020-05-06	940494	21	214
129314	2020	1	2020-04-22	56890	21	214
130578	2020	1	2020-04-21	1069270	21	214
133839	2020	1	2020-07-02	7504	21	214
155715	2020	1	2020-07-07	41972	21	214
157191	2020	1	2020-04-07	3789	21	214
162578	2020	1	2020-04-07	0	21	214
173250	2020	1	2020-04-27	0	21	214
176314	2020	1	2020-04-02	0	21	214
192615	2020	1	2020-05-18	124177	21	214
192789	2020	1	2020-08-03	108626	21	214
16753	2020	1	2020-05-15	0	21	214
22996	2020	1	2020-04-21	0	21	214
26644	2020	1	2020-04-18	7358	21	214
42581	2020	1	2020-04-24	55307	21	214
44099	2020	1	2020-04-09	0	21	214
48810	2020	1	2020-04-24	0	21	214
51560	2020	1	2020-04-24	0	21	231
56479	2020	1	2020-05-08	19523	21	214
57321	2020	1	2020-04-25	81926	21	214
60587	2020	1	2020-04-21	305	21	214
65804	2020	1	2020-05-14	377596	21	214
68716	2020	1	2020-04-27	0	21	214
73715	2020	1	2020-04-10	0	21	214
76739	2020	1	2020-05-12	678515	21	214
79929	2020	1	2020-07-02	12129	21	214
81583	2020	1	2020-04-29	2778801	21	214
98207	2020	1	2020-04-21	0	21	214
99986	2020	1	2020-05-15	39142	21	214
101957	2020	1	2020-04-22	117822	21	214
121127	2020	1	2020-04-27	31211	21	214
128780	2020	1	2020-04-20	0	21	214
129103	2020	1	2020-05-04	0	21	214
133083	2020	1	2020-10-09	0	21	214
135000	2020	1	2020-07-17	10519385	21	214
135117	2020	1	2020-04-23	13913	21	214
136973	2020	1	2020-04-27	317539	21	214
136979	2020	1	2020-04-12	238288	21	214
138560	2020	1	2020-04-09	0	21	214
141370	2020	1	2020-04-17	0	21	214
142909	2020	1	2020-04-30	1778535	21	214
152592	2020	1	2020-05-15	1761	21	214
152763	2020	1	2020-04-16	0	21	214
153274	2020	1	2020-05-28	8061	21	214
155880	2020	1	2020-05-07	271356	21	214
159151	2020	1	2020-04-09	0	21	214
165108	2020	1	2020-04-21	10678	21	214
170648	2020	1	2020-04-17	0	21	214
175333	2020	1	2020-04-26	2845	21	214
11994	2020	1	2020-05-07	3348	21	214
16590	2020	1	2020-04-10	0	21	214
28535	2020	1	2020-04-30	0	21	214
29548	2020	1	2020-04-22	35438	21	214
32267	2020	1	2020-04-21	0	21	214
36141	2020	1	2020-04-22	0	21	214
49637	2020	1	2020-04-24	0	21	214
50527	2020	1	2020-04-28	47155	21	214
57873	2020	1	2020-06-08	3360	21	214
58404	2020	1	2020-05-15	0	21	214
66089	2020	1	2020-04-13	0	21	214
75300	2020	1	2020-06-15	67928	21	214
77322	2020	1	2020-04-21	0	21	214
82501	2020	1	2020-07-22	4299	21	214
90181	2020	1	2020-04-23	40038	21	214
107114	2020	1	2020-04-23	0	21	214
110883	2020	1	2020-04-13	0	21	214
111556	2020	1	2020-05-13	795395	21	214
119496	2020	1	2020-07-28	74803	21	214
120564	2020	1	2020-07-17	0	21	214
121753	2020	1	2020-07-30	31464376	21	214
136539	2020	1	2020-05-15	1750706	21	214
136808	2020	1	2020-04-22	0	21	214
138407	2020	1	2020-04-06	0	21	214
140461	2020	1	2020-04-27	86542	21	214
141311	2020	1	2020-04-15	0	21	214
164246	2020	1	2020-10-08	0	21	214
173154	2020	1	2020-05-05	61606	21	214
177430	2020	1	2020-05-08	0	21	214
187196	2020	1	2020-04-07	0	21	214
191796	2020	1	2020-04-06	0	21	214
193635	2020	1	2020-04-16	0	21	214
194060	2020	1	2020-04-22	26208	21	214
194480	2020	1	2020-11-03	0	21	214
7893	2020	1	2020-05-13	48958	21	214
26737	2020	1	2020-04-27	15622	21	214
35650	2020	1	2020-04-15	0	21	214
40024	2020	1	2020-04-15	0	21	214
41442	2020	1	2020-04-02	0	21	214
44466	2020	1	2020-04-02	0	21	214
48463	2020	1	2020-04-18	0	21	214
51151	2020	1	2020-07-14	0	21	214
62330	2020	1	2020-04-26	1767	21	214
87333	2020	1	2020-04-12	0	21	214
92225	2020	1	2020-09-02	54345	21	214
101289	2020	1	2020-04-28	0	21	214
103509	2020	1	2020-04-13	0	21	214
110018	2020	1	2020-04-13	0	21	214
110480	2020	1	2020-04-27	52779	21	214
113758	2020	1	2020-05-14	0	21	214
121864	2020	1	2020-04-17	0	21	214
131399	2020	1	2020-04-06	0	21	214
133048	2020	1	2020-04-29	0	21	214
141440	2020	1	2020-04-24	29252	21	214
143566	2020	1	2020-04-23	0	21	231
147482	2020	1	2020-04-21	1229324	21	214
156736	2020	1	2020-04-20	28133	21	214
159974	2020	1	2020-04-27	20601	21	214
165315	2020	1	2020-09-25	0	21	214
178462	2020	1	2020-06-17	34050	21	214
181002	2020	1	2020-05-06	127245	21	214
189925	2020	1	2020-04-21	0	21	214
190515	2020	1	2020-05-16	3148	21	214
2022	2020	1	2020-05-15	772	21	214
11625	2020	1	2020-04-20	0	21	214
22400	2020	1	2020-04-24	0	21	214
28895	2020	1	2020-05-14	2372308	21	214
34231	2020	1	2020-04-24	0	21	214
37335	2020	1	2020-05-15	18804	21	214
39377	2020	1	2020-04-24	0	21	214
47630	2020	1	2020-04-13	0	21	214
49985	2020	1	2020-04-24	244363	21	214
52782	2020	1	2020-04-27	1012	21	214
54746	2020	1	2020-07-24	0	21	214
61570	2020	1	2020-05-15	0	21	214
68073	2020	1	2020-04-06	0	21	214
71548	2020	1	2020-05-12	0	21	214
72992	2020	1	2020-07-10	2002	21	214
73344	2020	1	2020-09-29	0	21	214
75367	2020	1	2020-04-06	51586	21	214
87180	2020	1	2020-06-23	114951	21	214
95990	2020	1	2020-04-20	0	21	214
96675	2020	1	2020-08-04	602	21	214
96921	2020	1	2020-07-23	0	21	214
103113	2020	1	2020-04-07	0	21	214
103793	2020	1	2020-05-12	54057	21	214
106967	2020	1	2020-04-28	14991330	21	214
107865	2020	1	2020-04-03	0	21	214
110551	2020	1	2020-04-16	0	21	214
116334	2020	1	2020-12-22	2693337	21	214
119101	2020	1	2020-05-15	156163	21	214
125723	2020	1	2020-04-27	2559	21	214
133526	2020	1	2020-04-12	0	21	214
137713	2020	1	2020-04-27	3687	21	214
145127	2020	1	2020-04-09	0	21	214
147180	2020	1	2020-05-15	4660	21	214
150134	2020	1	2020-04-02	0	21	214
152050	2020	1	2020-04-14	0	21	214
152249	2020	1	2020-04-21	0	21	214
155425	2020	1	2020-04-24	0	21	214
164171	2020	1	2020-04-13	0	21	214
164747	2020	1	2020-04-23	0	21	214
191272	2020	1	2020-04-16	0	21	214
7324	2020	1	2020-04-06	0	21	214
10744	2020	1	2020-10-26	0	21	214
17151	2020	1	2020-05-15	436	21	214
19285	2020	1	2020-04-23	0	21	214
20316	2020	1	2020-05-07	21667	21	214
23566	2020	1	2020-04-27	30743907	21	214
32768	2020	1	2020-04-27	22718	21	214
35643	2020	1	2020-04-14	0	21	214
40800	2020	1	2020-04-23	0	21	214
42549	2020	1	2020-04-09	0	21	214
51279	2020	1	2020-04-07	0	21	214
55134	2020	1	2020-05-15	753724	21	214
60848	2020	1	2020-05-13	340103	21	214
68564	2020	1	2020-04-14	62489	21	214
69453	2020	1	2020-04-27	0	21	214
77529	2020	1	2020-06-11	1241757	21	214
82300	2020	1	2020-05-15	683	21	214
82674	2020	1	2020-04-02	0	21	214
92988	2020	1	2020-04-14	0	21	214
98564	2020	1	2020-04-22	694769	21	214
109490	2020	1	2020-04-28	715419	21	214
112889	2020	1	2020-04-08	0	21	214
119150	2020	1	2020-04-24	3529830	21	214
123258	2020	1	2020-04-27	0	21	213
131947	2020	1	2020-04-24	3742	21	214
141643	2020	1	2020-04-01	0	21	214
148541	2020	1	2020-04-15	0	21	214
166040	2020	1	2020-04-13	0	21	214
167820	2020	1	2020-10-02	226265	21	214
170186	2020	1	2020-05-06	3865	21	214
177385	2020	1	2020-04-27	0	21	214
178621	2020	1	2020-04-23	136408	21	214
192493	2020	1	2020-05-03	10577	21	214
195832	2020	1	2020-04-27	94156	21	214
6413	2020	1	2020-05-06	1700	21	214
8104	2020	1	2020-04-20	0	21	214
15360	2020	1	2020-09-29	0	21	214
15925	2020	1	2020-04-22	39912	21	214
15996	2020	1	2020-04-15	0	21	214
32468	2020	1	2020-04-23	2155	21	214
38511	2020	1	2020-04-24	439020	21	214
43047	2020	1	2020-04-21	1539619	21	214
45631	2020	1	2020-12-16	529430	21	214
48120	2020	1	2020-04-27	0	21	214
54060	2020	1	2020-04-27	1305779	21	214
55710	2020	1	2020-07-24	7778	21	214
69890	2020	1	2020-04-23	6855	21	214
70146	2020	1	2020-07-16	0	21	214
73975	2020	1	2020-06-16	111202	21	214
84761	2020	1	2020-04-24	0	21	214
92751	2020	1	2020-04-24	0	21	214
99374	2020	1	2020-04-16	0	21	214
104340	2020	1	2020-04-16	16	21	214
108089	2020	1	2020-04-23	0	21	214
113767	2020	1	2020-07-14	213	21	214
116387	2020	1	2020-04-07	0	21	214
127766	2020	1	2020-04-27	610438	21	214
139385	2020	1	2020-04-23	0	21	214
140629	2020	1	2020-04-10	0	21	214
140963	2020	1	2020-05-12	0	21	214
168494	2020	1	2020-05-14	1147799	21	214
170285	2020	1	2020-05-15	0	21	214
193421	2020	1	2020-05-15	0	21	214
197854	2020	1	2020-04-24	65853	21	214
5315	2020	1	2020-05-14	0	21	214
16909	2020	1	2020-08-25	0	21	214
28028	2020	1	2020-04-27	0	21	214
29435	2020	1	2020-04-08	0	21	214
30248	2020	1	2020-05-12	4280155	21	214
33191	2020	1	2020-07-29	239008	21	214
58395	2020	1	2020-04-27	0	21	214
62395	2020	1	2020-04-06	635	21	214
65005	2020	1	2020-05-25	0	21	214
65563	2020	1	2020-04-26	0	21	214
73285	2020	1	2020-10-23	104492	21	214
74246	2020	1	2020-05-06	25393	21	214
74552	2020	1	2020-04-13	0	21	214
77039	2020	1	2020-04-24	93156	21	214
78541	2020	1	2020-05-07	415061	21	214
87539	2020	1	2020-04-27	10819	21	214
91847	2020	1	2020-06-29	130004	21	214
96011	2020	1	2020-05-29	0	21	214
98718	2020	1	2020-04-16	0	21	214
102493	2020	1	2020-04-02	0	21	214
110540	2020	1	2020-11-02	54340	21	214
113177	2020	1	2020-04-20	0	21	214
119119	2020	1	2020-04-08	0	21	214
